offer,date_time,conversion_ip,source,sub_id_1,sub_id_2,sub_id_3,sub_id_4,sub_id_5,payout,status
1346 API_USD,2016-05-08 17:15:53,198.232.218.254,,,,,,wwcn-402833,1.8,approved
1346 API_USD,2016-05-08 17:04:34,198.232.218.254,,,,,,wwcn-8614,1.8,approved
1346 API_USD,2016-05-08 16:59:10,198.232.218.254,,,,,,wwcn-10870,1.8,approved
1346 API_USD,2016-05-08 16:48:10,198.232.218.254,,,,,,wwcn-9355,1.8,approved
1346 API_USD,2016-05-08 16:47:02,198.232.218.254,,,,,,wwcn-203140,1.8,approved
1346 API_USD,2016-05-08 16:46:15,198.232.218.254,,,,,,wwcn-9610,1.8,approved
1346 API_USD,2016-05-08 16:32:47,198.232.218.254,,,,,,wwcn-9355,1.8,approved
1346 API_USD,2016-05-08 16:27:30,198.232.218.254,,,,,,wwcn-9355,1.8,approved
1346 API_USD,2016-05-08 16:27:03,198.232.218.254,,,,,,wwcn-74415,1.8,approved
1346 API_USD,2016-05-08 16:22:11,198.232.218.254,,,,,,wwcn-7283,1.8,approved
1346 API_USD,2016-05-08 16:20:52,198.232.218.254,,,,,,wwcn-1808,1.8,approved
1346 API_USD,2016-05-08 16:19:45,198.232.218.254,,,,,,wwcn-3273,1.8,approved
1346 API_USD,2016-05-08 16:16:56,198.232.218.254,,,,,,wwcn-34394,1.8,approved
1346 API_USD,2016-05-08 16:15:19,198.232.218.254,,,,,,wwcn-103506,1.8,approved
1346 API_USD,2016-05-08 16:14:00,198.232.218.254,,,,,,wwcn-13177,1.8,approved
1346 API_USD,2016-05-08 16:10:26,198.232.218.254,,,,,,wwcn-376042,1.8,approved
1346 API_USD,2016-05-08 16:06:55,198.232.218.254,,,,,,wwcn-379575,1.8,approved
1346 API_USD,2016-05-08 16:06:08,198.232.218.254,,,,,,wwcn-332983,1.8,approved
1346 API_USD,2016-05-08 16:05:46,198.232.218.254,,,,,,wwcn-28504,1.8,approved
1346 API_USD,2016-05-08 15:51:32,198.232.218.254,,,,,,wwcn-376042,1.8,approved
1346 API_USD,2016-05-08 15:44:23,198.232.218.254,,,,,,wwcn-412017,1.8,approved
1346 API_USD,2016-05-08 15:41:35,198.232.218.254,,,,,,wwcn-18749,1.8,approved
1346 API_USD,2016-05-08 15:38:41,198.232.218.254,,,,,,wwcn-379575,1.8,approved
1346 API_USD,2016-05-08 15:34:54,198.232.218.254,,,,,,wwcn-42091,1.8,approved
1346 API_USD,2016-05-08 15:33:42,198.232.218.254,,,,,,wwcn-83,1.8,approved
1346 API_USD,2016-05-08 15:31:57,198.232.218.254,,,,,,wwcn-403469,1.8,approved
1346 API_USD,2016-05-08 15:21:22,198.232.218.254,,,,,,wwcn-22720,1.8,approved
1346 API_USD,2016-05-08 15:12:33,198.232.218.254,,,,,,wwcn-417495,1.8,approved
1346 API_USD,2016-05-08 15:08:25,198.232.218.254,,,,,,wwcn-338495,1.8,approved
1346 API_USD,2016-05-08 15:01:42,198.232.218.254,,,,,,wwcn-24696,1.8,approved
1346 API_USD,2016-05-08 15:00:30,198.232.218.254,,,,,,wwcn-376837,1.8,approved
1346 API_USD,2016-05-08 14:58:57,198.232.218.254,,,,,,wwcn-83,1.8,approved
1346 API_USD,2016-05-08 14:55:15,198.232.218.254,,,,,,wwcn-338495,1.8,approved
1346 API_USD,2016-05-08 14:52:33,198.232.218.254,,,,,,wwcn-412017,1.8,approved
1346 API_USD,2016-05-08 14:38:34,198.232.218.254,,,,,,wwcn-15577,1.8,approved
1346 API_USD,2016-05-08 14:29:12,198.232.218.254,,,,,,wwcn-3580,1.8,approved
1346 API_USD,2016-05-08 14:18:53,198.232.218.254,,,,,,wwcn-311887,1.8,approved
1346 API_USD,2016-05-08 14:16:47,198.232.218.254,,,,,,wwcn-37260,1.8,approved
1346 API_USD,2016-05-08 14:14:43,198.232.218.254,,,,,,wwcn-273327,1.8,approved
1346 API_USD,2016-05-08 14:07:20,198.232.218.254,,,,,,wwcn-24010,1.8,approved
1346 API_USD,2016-05-08 14:05:23,198.232.218.254,,,,,,wwcn-37260,1.8,approved
1346 API_USD,2016-05-08 14:02:38,198.232.218.254,,,,,,wwcn-413238,1.8,approved
1346 API_USD,2016-05-08 13:47:20,198.232.218.254,,,,,,wwcn-416168,1.8,approved
1346 API_USD,2016-05-08 13:44:31,198.232.218.254,,,,,,wwcn-20075,1.8,approved
1346 API_USD,2016-05-08 13:42:10,198.232.218.254,,,,,,wwcn-12581,1.8,approved
1346 API_USD,2016-05-08 13:40:37,198.232.218.254,,,,,,wwcn-7725,1.8,approved
1346 API_USD,2016-05-08 13:39:44,198.232.218.254,,,,,,wwcn-413238,1.8,approved
1346 API_USD,2016-05-08 13:35:00,198.232.218.254,,,,,,wwcn-340197,1.8,approved
1346 API_USD,2016-05-08 13:31:03,198.232.218.254,,,,,,wwcn-4513,1.8,approved
1346 API_USD,2016-05-08 13:27:54,198.232.218.254,,,,,,wwcn-5698,1.8,approved
1346 API_USD,2016-05-08 13:24:05,198.232.218.254,,,,,,wwcn-3273,1.8,approved
1346 API_USD,2016-05-08 13:05:21,198.232.218.254,,,,,,wwcn-8987,1.8,approved
1346 API_USD,2016-05-08 13:00:15,198.232.218.254,,,,,,wwcn-257492,1.8,approved
1346 API_USD,2016-05-08 13:00:07,198.232.218.254,,,,,,wwcn-4435,1.8,approved
1346 API_USD,2016-05-08 12:57:53,198.232.218.254,,,,,,wwcn-2046,1.8,approved
1346 API_USD,2016-05-08 12:54:57,198.232.218.254,,,,,,wwcn-378489,1.8,approved
1346 API_USD,2016-05-08 12:49:50,198.232.218.254,,,,,,wwcn-32149,1.8,approved
1346 API_USD,2016-05-08 12:44:11,198.232.218.254,,,,,,wwcn-2422,1.8,approved
1346 API_USD,2016-05-08 12:43:38,198.232.218.254,,,,,,wwcn-3052,1.8,approved
1346 API_USD,2016-05-08 12:41:39,198.232.218.254,,,,,,wwcn-7978,1.8,approved
1346 API_USD,2016-05-08 12:41:10,198.232.218.254,,,,,,wwcn-35115,1.8,approved
1346 API_USD,2016-05-08 12:31:33,198.232.218.254,,,,,,wwcn-7725,1.8,approved
1346 API_USD,2016-05-08 12:27:14,198.232.218.254,,,,,,wwcn-2422,1.8,approved
1346 API_USD,2016-05-08 12:21:33,198.232.218.254,,,,,,wwcn-7978,1.8,approved
1346 API_USD,2016-05-08 12:16:53,198.232.218.254,,,,,,wwcn-409095,1.8,approved
1346 API_USD,2016-05-08 12:10:48,198.232.218.254,,,,,,wwcn-2422,1.8,approved
1346 API_USD,2016-05-08 12:08:31,198.232.218.254,,,,,,wwcn-28257,1.8,approved
1346 API_USD,2016-05-08 12:03:20,198.232.218.254,,,,,,wwcn-35426,1.8,approved
1346 API_USD,2016-05-08 11:57:59,198.232.218.254,,,,,,wwcn-386818,1.8,approved
1346 API_USD,2016-05-08 11:56:40,198.232.218.254,,,,,,wwcn-8825,1.8,approved
1346 API_USD,2016-05-08 11:56:40,198.232.218.254,,,,,,wwcn-265251,1.8,approved
1346 API_USD,2016-05-08 11:56:04,198.232.218.254,,,,,,wwcn-301889,1.8,approved
1346 API_USD,2016-05-08 11:53:30,198.232.218.254,,,,,,wwcn-2796,1.8,approved
1346 API_USD,2016-05-08 11:52:42,198.232.218.254,,,,,,wwcn-11989,1.8,approved
1346 API_USD,2016-05-08 11:51:49,198.232.218.254,,,,,,wwcn-85220,1.8,approved
1346 API_USD,2016-05-08 11:44:36,198.232.218.254,,,,,,wwcn-378489,1.8,approved
1346 API_USD,2016-05-08 11:43:32,198.232.218.254,,,,,,wwcn-280558,1.8,approved
1346 API_USD,2016-05-08 11:43:19,198.232.218.254,,,,,,wwcn-349209,1.8,approved
1346 API_USD,2016-05-08 11:41:18,198.232.218.254,,,,,,wwcn-373237,1.8,approved
1346 API_USD,2016-05-08 11:40:51,198.232.218.254,,,,,,wwcn-265251,1.8,approved
1346 API_USD,2016-05-08 11:24:49,198.232.218.254,,,,,,wwcn-378489,1.8,approved
1346 API_USD,2016-05-08 11:20:21,198.232.218.254,,,,,,wwcn-349209,1.8,approved
1346 API_USD,2016-05-08 11:17:42,198.232.218.254,,,,,,wwcn-183553,1.8,approved
1346 API_USD,2016-05-08 11:15:22,198.232.218.254,,,,,,wwcn-301889,1.8,approved
1346 API_USD,2016-05-08 11:10:02,198.232.218.254,,,,,,wwcn-378489,1.8,approved
1346 API_USD,2016-05-08 11:06:21,198.232.218.254,,,,,,wwcn-2007,1.8,approved
1346 API_USD,2016-05-08 11:03:58,198.232.218.254,,,,,,wwcn-279912,1.8,approved
1346 API_USD,2016-05-08 11:03:52,198.232.218.254,,,,,,wwcn-4128,1.8,approved
1346 API_USD,2016-05-08 11:02:51,198.232.218.254,,,,,,wwcn-257699,1.8,approved
1346 API_USD,2016-05-08 10:50:46,198.232.218.254,,,,,,wwcn-405332,1.8,approved
1346 API_USD,2016-05-08 10:49:43,198.232.218.254,,,,,,wwcn-343750,1.8,approved
1346 API_USD,2016-05-08 10:40:40,198.232.218.254,,,,,,wwcn-8801,1.8,approved
1346 API_USD,2016-05-08 10:40:20,198.232.218.254,,,,,,wwcn-343750,1.8,approved
1346 API_USD,2016-05-08 10:37:00,198.232.218.254,,,,,,wwcn-12339,1.8,approved
1346 API_USD,2016-05-08 10:36:04,198.232.218.254,,,,,,wwcn-367375,1.8,approved
1346 API_USD,2016-05-08 10:34:10,198.232.218.254,,,,,,wwcn-32293,1.8,approved
1346 API_USD,2016-05-08 10:25:56,198.232.218.254,,,,,,wwcn-417301,1.8,approved
1346 API_USD,2016-05-08 10:25:50,198.232.218.254,,,,,,wwcn-382365,1.8,approved
1346 API_USD,2016-05-08 10:16:43,198.232.218.254,,,,,,wwcn-8532,1.8,approved
1346 API_USD,2016-05-08 10:16:31,198.232.218.254,,,,,,wwcn-328402,1.8,approved
1346 API_USD,2016-05-08 10:14:01,198.232.218.254,,,,,,wwcn-4244,1.8,approved
1346 API_USD,2016-05-08 10:12:07,198.232.218.254,,,,,,wwcn-10469,1.8,approved
1346 API_USD,2016-05-08 10:11:51,198.232.218.254,,,,,,wwcn-412522,1.8,approved
1346 API_USD,2016-05-08 10:10:21,198.232.218.254,,,,,,wwcn-328402,1.8,approved
1346 API_USD,2016-05-08 10:10:07,198.232.218.254,,,,,,wwcn-6291,1.8,approved
1346 API_USD,2016-05-08 10:08:05,198.232.218.254,,,,,,wwcn-1118,1.8,approved
1346 API_USD,2016-05-08 10:06:15,198.232.218.254,,,,,,wwcn-139207,1.8,approved
1346 API_USD,2016-05-08 10:05:36,198.232.218.254,,,,,,wwcn-5169,1.8,approved
1346 API_USD,2016-05-08 10:03:34,198.232.218.254,,,,,,wwcn-215031,1.8,approved
1346 API_USD,2016-05-08 10:02:57,198.232.218.254,,,,,,wwcn-4911,1.8,approved
1346 API_USD,2016-05-08 09:57:26,198.232.218.254,,,,,,wwcn-296462,1.8,approved
1346 API_USD,2016-05-08 09:56:11,198.232.218.254,,,,,,wwcn-206384,1.8,approved
1346 API_USD,2016-05-08 09:55:38,198.232.218.254,,,,,,wwcn-5730,1.8,approved
1346 API_USD,2016-05-08 09:55:33,198.232.218.254,,,,,,wwcn-383066,1.8,approved
1346 API_USD,2016-05-08 09:53:09,198.232.218.254,,,,,,wwcn-312967,1.8,approved
1346 API_USD,2016-05-08 09:40:48,198.232.218.254,,,,,,wwcn-8532,1.8,approved
1346 API_USD,2016-05-08 09:38:42,198.232.218.254,,,,,,wwcn-5730,1.8,approved
1346 API_USD,2016-05-08 09:36:27,198.232.218.254,,,,,,wwcn-389443,1.8,approved
1346 API_USD,2016-05-08 09:36:13,198.232.218.254,,,,,,wwcn-409804,1.8,approved
1346 API_USD,2016-05-08 09:36:12,198.232.218.254,,,,,,wwcn-3039,1.8,approved
1346 API_USD,2016-05-08 09:24:35,198.232.218.254,,,,,,wwcn-312967,1.8,approved
1346 API_USD,2016-05-08 09:24:27,198.232.218.254,,,,,,wwcn-33077,1.8,approved
1346 API_USD,2016-05-08 09:23:08,198.232.218.254,,,,,,wwcn-367375,1.8,approved
1346 API_USD,2016-05-08 09:23:07,198.232.218.254,,,,,,wwcn-9544,1.8,approved
1346 API_USD,2016-05-08 09:22:09,198.232.218.254,,,,,,wwcn-412522,1.8,approved
1346 API_USD,2016-05-08 09:20:29,198.232.218.254,,,,,,wwcn-296462,1.8,approved
1346 API_USD,2016-05-08 09:15:59,198.232.218.254,,,,,,wwcn-386752,1.8,approved
1346 API_USD,2016-05-08 09:15:19,198.232.218.254,,,,,,wwcn-225,1.8,approved
1346 API_USD,2016-05-08 09:05:02,198.232.218.254,,,,,,wwcn-389443,1.8,approved
1346 API_USD,2016-05-08 09:03:36,198.232.218.254,,,,,,wwcn-23903,1.8,approved
1346 API_USD,2016-05-08 09:01:53,198.232.218.254,,,,,,wwcn-323449,1.8,approved
1346 API_USD,2016-05-08 08:57:26,198.232.218.254,,,,,,wwcn-296462,1.8,approved
1346 API_USD,2016-05-08 08:57:20,198.232.218.254,,,,,,wwcn-4074,1.8,approved
1346 API_USD,2016-05-08 08:56:05,198.232.218.254,,,,,,wwcn-24436,1.8,approved
1346 API_USD,2016-05-08 08:49:01,198.232.218.254,,,,,,wwcn-4416,1.8,approved
1346 API_USD,2016-05-08 08:43:38,198.232.218.254,,,,,,wwcn-23903,1.8,approved
1346 API_USD,2016-05-08 08:39:42,198.232.218.254,,,,,,wwcn-12792,1.8,approved
1346 API_USD,2016-05-08 08:36:21,198.232.218.254,,,,,,wwcn-36325,1.8,approved
1346 API_USD,2016-05-08 08:26:47,198.232.218.254,,,,,,wwcn-4530,1.8,approved
1346 API_USD,2016-05-08 08:06:31,198.232.218.254,,,,,,wwcn-94278,1.8,approved
1346 API_USD,2016-05-08 08:04:10,198.232.218.254,,,,,,wwcn-405156,1.8,approved
1346 API_USD,2016-05-08 07:52:21,198.232.218.254,,,,,,wwcn-104964,1.8,approved
1346 API_USD,2016-05-08 07:38:26,198.232.218.254,,,,,,wwcn-12439,1.8,approved
1346 API_USD,2016-05-08 07:27:15,198.232.218.254,,,,,,wwcn-13505,1.8,approved
1346 API_USD,2016-05-08 07:24:48,198.232.218.254,,,,,,wwcn-104964,1.8,approved
1346 API_USD,2016-05-08 06:18:18,198.232.218.254,,,,,,wwcn-4032,1.8,approved
1346 API_USD,2016-05-08 06:09:02,198.232.218.254,,,,,,wwcn-4118,1.8,approved
1346 API_USD,2016-05-08 04:47:46,198.232.218.254,,,,,,wwcn-337879,1.8,approved
1346 API_USD,2016-05-08 04:25:05,198.232.218.254,,,,,,wwcn-337879,1.8,approved
1346 API_USD,2016-05-08 03:22:17,198.232.218.254,,,,,,wwcn-16400,1.8,approved
1346 API_USD,2016-05-08 02:16:38,198.232.218.254,,,,,,wwcn-198206,1.8,approved
1346 API_USD,2016-05-08 02:07:36,198.232.218.254,,,,,,wwcn-27667,1.8,approved
1346 API_USD,2016-05-08 02:03:12,198.232.218.254,,,,,,wwcn-257243,1.8,approved
1346 API_USD,2016-05-08 01:50:39,198.232.218.254,,,,,,wwcn-416998,1.8,approved
1346 API_USD,2016-05-08 01:39:09,198.232.218.254,,,,,,wwcn-8439,1.8,approved
1346 API_USD,2016-05-08 01:29:11,198.232.218.254,,,,,,wwcn-2187,1.8,approved
1346 API_USD,2016-05-08 01:16:44,198.232.218.254,,,,,,wwcn-393751,1.8,approved
1346 API_USD,2016-05-08 00:57:10,198.232.218.254,,,,,,wwcn-379846,1.8,approved
1346 API_USD,2016-05-08 00:50:09,198.232.218.254,,,,,,wwcn-396997,1.8,approved
1346 API_USD,2016-05-08 00:36:51,198.232.218.254,,,,,,wwcn-15901,1.8,approved
1346 API_USD,2016-05-08 00:25:20,198.232.218.254,,,,,,wwcn-409804,1.8,approved
1346 API_USD,2016-05-08 00:18:24,198.232.218.254,,,,,,wwcn-21510,1.8,approved
1346 API_USD,2016-05-08 00:13:17,198.232.218.254,,,,,,wwcn-3777,1.8,approved
1346 API_USD,2016-05-08 00:12:36,198.232.218.254,,,,,,wwcn-3147,1.8,approved
1346 API_USD,2016-05-08 00:07:26,198.232.218.254,,,,,,wwcn-2054,1.8,approved
1346 API_USD,2016-05-08 00:04:16,198.232.218.254,,,,,,wwcn-405156,1.8,approved
1346 API_USD,2016-05-07 23:55:32,198.232.218.254,,,,,,wwcn-257635,1.8,approved
1346 API_USD,2016-05-07 23:46:58,198.232.218.254,,,,,,wwcn-2054,1.8,approved
1346 API_USD,2016-05-07 23:38:38,198.232.218.254,,,,,,wwcn-2054,1.8,approved
1346 API_USD,2016-05-07 23:25:02,198.232.218.254,,,,,,wwcn-413491,1.8,approved
1346 API_USD,2016-05-07 23:09:07,198.232.218.254,,,,,,wwcn-35515,1.8,approved
1346 API_USD,2016-05-07 22:56:00,198.232.218.254,,,,,,wwcn-351811,1.8,approved
1346 API_USD,2016-05-07 22:45:35,198.232.218.254,,,,,,wwcn-36818,1.8,approved
1346 API_USD,2016-05-07 22:41:54,198.232.218.254,,,,,,wwcn-35515,1.8,approved
1346 API_USD,2016-05-07 22:41:23,198.232.218.254,,,,,,wwcn-385272,1.8,approved
1346 API_USD,2016-05-07 22:41:18,198.232.218.254,,,,,,wwcn-394602,1.8,approved
1346 API_USD,2016-05-07 22:36:32,198.232.218.254,,,,,,wwcn-16572,1.8,approved
1346 API_USD,2016-05-07 22:19:55,198.232.218.254,,,,,,wwcn-1150,1.8,approved
1346 API_USD,2016-05-07 22:17:18,198.232.218.254,,,,,,wwcn-385272,1.8,approved
1346 API_USD,2016-05-07 22:16:17,198.232.218.254,,,,,,wwcn-254071,1.8,approved
1346 API_USD,2016-05-07 21:56:36,198.232.218.254,,,,,,wwcn-2192,1.8,approved
1346 API_USD,2016-05-07 21:46:38,198.232.218.254,,,,,,wwcn-1566,1.8,approved
1346 API_USD,2016-05-07 21:33:56,198.232.218.254,,,,,,wwcn-2579,1.8,approved
1346 API_USD,2016-05-07 21:33:30,198.232.218.254,,,,,,wwcn-13255,1.8,approved
1346 API_USD,2016-05-07 21:29:43,198.232.218.254,,,,,,wwcn-2192,1.8,approved
1346 API_USD,2016-05-07 21:27:09,198.232.218.254,,,,,,wwcn-2192,1.8,approved
1346 API_USD,2016-05-07 21:17:33,198.232.218.254,,,,,,wwcn-6477,1.8,approved
1346 API_USD,2016-05-07 21:13:35,198.232.218.254,,,,,,wwcn-6477,1.8,approved
1346 API_USD,2016-05-07 21:13:04,198.232.218.254,,,,,,wwcn-3193,1.8,approved
1346 API_USD,2016-05-07 21:12:47,198.232.218.254,,,,,,wwcn-139207,1.8,approved
1346 API_USD,2016-05-07 21:03:07,198.232.218.254,,,,,,wwcn-107218,1.8,approved
1346 API_USD,2016-05-07 20:44:49,198.232.218.254,,,,,,wwcn-134,1.8,approved
1346 API_USD,2016-05-07 20:31:38,198.232.218.254,,,,,,wwcn-415984,1.8,approved
1346 API_USD,2016-05-07 20:27:08,198.232.218.254,,,,,,wwcn-82388,1.8,approved
1346 API_USD,2016-05-07 20:22:01,198.232.218.254,,,,,,wwcn-8176,1.8,approved
1346 API_USD,2016-05-07 20:16:32,198.232.218.254,,,,,,wwcn-386786,1.8,approved
1346 API_USD,2016-05-07 20:16:16,198.232.218.254,,,,,,wwcn-67857,1.8,approved
1346 API_USD,2016-05-07 20:11:16,198.232.218.254,,,,,,wwcn-134,1.8,approved
1346 API_USD,2016-05-07 20:04:34,198.232.218.254,,,,,,wwcn-8176,1.8,approved
1346 API_USD,2016-05-07 19:58:39,198.232.218.254,,,,,,wwcn-381711,1.8,approved
1346 API_USD,2016-05-07 19:49:42,198.232.218.254,,,,,,wwcn-587,1.8,approved
1346 API_USD,2016-05-07 19:48:59,198.232.218.254,,,,,,wwcn-323449,1.8,approved
1346 API_USD,2016-05-07 19:47:35,198.232.218.254,,,,,,wwcn-412914,1.8,approved
1346 API_USD,2016-05-07 19:45:54,198.232.218.254,,,,,,wwcn-381711,1.8,approved
1346 API_USD,2016-05-07 19:40:31,198.232.218.254,,,,,,wwcn-323449,1.8,approved
1346 API_USD,2016-05-07 19:17:12,198.232.218.254,,,,,,wwcn-381711,1.8,approved
1346 API_USD,2016-05-07 19:11:10,198.232.218.254,,,,,,wwcn-12366,1.8,approved
1346 API_USD,2016-05-07 19:08:29,198.232.218.254,,,,,,wwcn-4158,1.8,approved
1346 API_USD,2016-05-07 19:08:12,198.232.218.254,,,,,,wwcn-2243,1.8,approved
1346 API_USD,2016-05-07 18:55:03,198.232.218.254,,,,,,wwcn-1257,1.8,approved
1346 API_USD,2016-05-07 18:48:53,198.232.218.254,,,,,,wwcn-1257,1.8,approved
1346 API_USD,2016-05-07 18:43:35,198.232.218.254,,,,,,wwcn-31307,1.8,approved
1346 API_USD,2016-05-07 18:32:26,198.232.218.254,,,,,,wwcn-413502,1.8,approved
1346 API_USD,2016-05-07 18:29:44,198.232.218.254,,,,,,wwcn-9711,1.8,approved
1346 API_USD,2016-05-07 18:20:58,198.232.218.254,,,,,,wwcn-315289,1.8,approved
1346 API_USD,2016-05-07 18:18:17,198.232.218.254,,,,,,wwcn-266710,1.8,approved
1346 API_USD,2016-05-07 18:18:11,198.232.218.254,,,,,,wwcn-9711,1.8,approved
1346 API_USD,2016-05-07 18:16:15,198.232.218.254,,,,,,wwcn-2243,1.8,approved
1346 API_USD,2016-05-07 18:04:21,198.232.218.254,,,,,,wwcn-2626,1.8,approved
1346 API_USD,2016-05-07 18:01:26,198.232.218.254,,,,,,wwcn-266710,1.8,approved
1346 API_USD,2016-05-07 17:52:01,198.232.218.254,,,,,,wwcn-162915,1.8,approved
1346 API_USD,2016-05-07 17:30:39,198.232.218.254,,,,,,wwcn-8992,1.8,approved
1346 API_USD,2016-05-07 17:28:43,198.232.218.254,,,,,,wwcn-30753,1.8,approved
1346 API_USD,2016-05-07 17:11:36,198.232.218.254,,,,,,wwcn-414419,1.8,approved
1346 API_USD,2016-05-07 17:05:04,198.232.218.254,,,,,,wwcn-374240,1.8,approved
1346 API_USD,2016-05-07 17:01:27,198.232.218.254,,,,,,wwcn-324119,1.8,approved
1346 API_USD,2016-05-07 16:44:24,198.232.218.254,,,,,,wwcn-6833,1.8,approved
1346 API_USD,2016-05-07 16:40:00,198.232.218.254,,,,,,wwcn-3275,1.8,approved
1346 API_USD,2016-05-07 16:24:23,198.232.218.254,,,,,,wwcn-25708,1.8,approved
1346 API_USD,2016-05-07 16:23:54,198.232.218.254,,,,,,wwcn-10870,1.8,approved
1346 API_USD,2016-05-07 16:20:50,198.232.218.254,,,,,,wwcn-240338,1.8,approved
1346 API_USD,2016-05-07 16:17:55,198.232.218.254,,,,,,wwcn-2915,1.8,approved
1346 API_USD,2016-05-07 16:05:26,198.232.218.254,,,,,,wwcn-37532,1.8,approved
1346 API_USD,2016-05-07 16:01:42,198.232.218.254,,,,,,wwcn-179741,1.8,approved
1346 API_USD,2016-05-07 16:00:43,198.232.218.254,,,,,,wwcn-16400,1.8,approved
1346 API_USD,2016-05-07 16:00:21,198.232.218.254,,,,,,wwcn-37532,1.8,approved
1346 API_USD,2016-05-07 15:57:20,198.232.218.254,,,,,,wwcn-179741,1.8,approved
1346 API_USD,2016-05-07 15:56:05,198.232.218.254,,,,,,wwcn-4329,1.8,approved
1346 API_USD,2016-05-07 15:49:25,198.232.218.254,,,,,,wwcn-414186,1.8,approved
1346 API_USD,2016-05-07 15:48:45,198.232.218.254,,,,,,wwcn-12490,1.8,approved
1346 API_USD,2016-05-07 15:45:00,198.232.218.254,,,,,,wwcn-7272,1.8,approved
1346 API_USD,2016-05-07 15:43:43,198.232.218.254,,,,,,wwcn-240338,1.8,approved
1346 API_USD,2016-05-07 15:42:51,198.232.218.254,,,,,,wwcn-12490,1.8,approved
1346 API_USD,2016-05-07 15:39:03,198.232.218.254,,,,,,wwcn-15079,1.8,approved
1346 API_USD,2016-05-07 15:35:10,198.232.218.254,,,,,,wwcn-283710,1.8,approved
1346 API_USD,2016-05-07 15:33:38,198.232.218.254,,,,,,wwcn-9738,1.8,approved
1346 API_USD,2016-05-07 15:29:22,198.232.218.254,,,,,,wwcn-23293,1.8,approved
1346 API_USD,2016-05-07 15:25:58,198.232.218.254,,,,,,wwcn-12490,1.8,approved
1346 API_USD,2016-05-07 15:21:00,198.232.218.254,,,,,,wwcn-18533,1.8,approved
1346 API_USD,2016-05-07 15:19:59,198.232.218.254,,,,,,wwcn-35624,1.8,approved
1346 API_USD,2016-05-07 15:17:36,198.232.218.254,,,,,,wwcn-414186,1.8,approved
1346 API_USD,2016-05-07 15:17:22,198.232.218.254,,,,,,wwcn-5481,1.8,approved
1346 API_USD,2016-05-07 15:11:59,198.232.218.254,,,,,,wwcn-2796,1.8,approved
1346 API_USD,2016-05-07 14:45:48,198.232.218.254,,,,,,wwcn-409707,1.8,approved
1346 API_USD,2016-05-07 14:39:40,198.232.218.254,,,,,,wwcn-12490,1.8,approved
1346 API_USD,2016-05-07 14:39:36,198.232.218.254,,,,,,wwcn-2796,1.8,approved
1346 API_USD,2016-05-07 14:30:32,198.232.218.254,,,,,,wwcn-1305,1.8,approved
1346 API_USD,2016-05-07 14:29:59,198.232.218.254,,,,,,wwcn-13025,1.8,approved
1346 API_USD,2016-05-07 14:26:28,198.232.218.254,,,,,,wwcn-24427,1.8,approved
1346 API_USD,2016-05-07 14:25:09,198.232.218.254,,,,,,wwcn-2125,1.8,approved
1346 API_USD,2016-05-07 14:23:33,198.232.218.254,,,,,,wwcn-2796,1.8,approved
1346 API_USD,2016-05-07 13:56:55,198.232.218.254,,,,,,wwcn-685,1.8,approved
1346 API_USD,2016-05-07 13:56:46,198.232.218.254,,,,,,wwcn-345424,1.8,approved
1346 API_USD,2016-05-07 13:56:43,198.232.218.254,,,,,,wwcn-355181,1.8,approved
1346 API_USD,2016-05-07 13:55:17,198.232.218.254,,,,,,wwcn-5482,1.8,approved
1346 API_USD,2016-05-07 13:48:24,198.232.218.254,,,,,,wwcn-5482,1.8,approved
1346 API_USD,2016-05-07 13:47:58,198.232.218.254,,,,,,wwcn-6460,1.8,approved
1346 API_USD,2016-05-07 13:44:59,198.232.218.254,,,,,,wwcn-685,1.8,approved
1346 API_USD,2016-05-07 13:44:45,198.232.218.254,,,,,,wwcn-345424,1.8,approved
1346 API_USD,2016-05-07 13:43:08,198.232.218.254,,,,,,wwcn-17021,1.8,approved
1346 API_USD,2016-05-07 13:41:01,198.232.218.254,,,,,,wwcn-24427,1.8,approved
1346 API_USD,2016-05-07 13:40:23,198.232.218.254,,,,,,wwcn-345424,1.8,approved
1346 API_USD,2016-05-07 13:38:38,198.232.218.254,,,,,,wwcn-24427,1.8,approved
1346 API_USD,2016-05-07 13:37:37,198.232.218.254,,,,,,wwcn-1720,1.8,approved
1346 API_USD,2016-05-07 13:31:54,198.232.218.254,,,,,,wwcn-345424,1.8,approved
1346 API_USD,2016-05-07 13:30:13,198.232.218.254,,,,,,wwcn-19468,1.8,approved
1346 API_USD,2016-05-07 13:28:41,198.232.218.254,,,,,,wwcn-685,1.8,approved
1346 API_USD,2016-05-07 13:21:33,198.232.218.254,,,,,,wwcn-257709,1.8,approved
1346 API_USD,2016-05-07 13:20:51,198.232.218.254,,,,,,wwcn-409467,1.8,approved
1346 API_USD,2016-05-07 13:19:49,198.232.218.254,,,,,,wwcn-22460,1.8,approved
1346 API_USD,2016-05-07 13:18:40,198.232.218.254,,,,,,wwcn-27900,1.8,approved
1346 API_USD,2016-05-07 13:17:51,198.232.218.254,,,,,,wwcn-20234,1.8,approved
1346 API_USD,2016-05-07 13:14:26,198.232.218.254,,,,,,wwcn-257709,1.8,approved
1346 API_USD,2016-05-07 12:53:11,198.232.218.254,,,,,,wwcn-8499,1.8,approved
