"活动ID","活动名称","网站ID","网站名称","下单时间","订单编号","商品类别","商品编号","收订订单数","收订订单金额","确认时间","有效订单数","有效订单金额","业绩状态","业绩类型","预计佣金","确认佣金","反馈标签","是否超级返推广"
"5402","美团网CPS","732204","购物客91jili","2015-01-01 00:23:23","890134907-2'","O","24975453","1","9.90000","2015-03-04 16:59:25","1","9.90000","有效","正常","0.11880","0.00000","1147880","否"
"5402","美团网CPS","732204","购物客91jili","2015-01-01 00:23:23","890134907-1'","O","24975453","1","9.90000","2015-03-04 16:59:25","1","9.90000","有效","正常","0.11880","0.00000","1147880","否"
"5402","美团网CPS","732204","购物客91jili","2015-01-01 08:13:01","890281887-1'","O","4361684","1","388.00000","","0","0.00000","未确认","正常","4.65600","0.0000","1067203","否"
"5402","美团网CPS","732204","购物客91jili","2015-01-01 08:14:32","890285525-1'","O","26087173","1","468.00000","2015-03-04 16:59:25","1","468.00000","有效","正常","5.61600","5.61600","1067203","否"
"254","京东CPS","732204","购物客91jili","2015-01-01 11:28:36","7917944702'","9","","1","198.00000","2015-02-27 13:15:44","1","198.00000","有效","正常","2.97000","2.97000","1088930","否"
"254","京东CPS","732204","购物客91jili","2015-01-01 12:05:35","7919501049'","0","","1","95.20000","","0","0.00000","未确认","正常","0.00000","0.0000","1056946","否"
"254","京东CPS","732204","购物客91jili","2015-01-01 12:05:35","7918549035'","0","","1","87.60000","","0","0.00000","未确认","正常","0.00000","0.0000","1056946","否"
"254","京东CPS","732204","购物客91jili","2015-01-01 12:05:35","7918548875'","0","","1","182.80000","","0","0.00000","未确认","正常","3.00000","0.0000","1056946","否"
"254","京东CPS","732204","购物客91jili","2015-01-01 12:07:43","7919658088'","9","","1","110.00000","","0","0.00000","未确认","正常","1.65000","0.0000","1066614","否"
"254","京东CPS","732204","购物客91jili","2015-01-01 12:13:19","7918676502'","0","","1","168.00000","","0","0.00000","未确认","正常","3.00000","0.0000","1062893","否"
"4018","唯品会CPS","732204","购物客91jili","2015-01-01 13:50:13","15010156955047'","2.0","CS155707501240","1","342.49000","","0","0.00000","未确认","正常","4.79490","0.0000","1111112","否"
"4018","唯品会CPS","732204","购物客91jili","2015-01-01 13:50:13","15010156955047'","2.0","CS155708701240","1","303.51000","2015-03-11 15:00:15","1","303.51000","有效","正常","4.24910","4.24910","1111112","否"
"6951","1号商城CPS","732204","购物客91jili","2015-01-01 18:13:55","2167207622174'","基本","17745798","1","85.00000","2015-03-20 14:27:17","1","85.00000","有效","正常","0.03820","1.78500","1064020","否"
"5402","美团网CPS","732204","购物客91jili","2015-01-01 19:22:38","893203302-1'","O","7695347","1","11.80000","2015-03-04 16:59:25","1","11.80000","有效","正常","0.14160","0.00000","1099024","否"
"5402","美团网CPS","732204","购物客91jili","2015-01-02 09:08:10","894023001-3'","O","5303297","1","58.00000","2015-03-04 16:59:25","1","58.00000","有效","正常","0.69600","0.69600","1068111","否"
"5402","美团网CPS","732204","购物客91jili","2015-01-02 09:08:10","894023001-2'","O","5303297","1","58.00000","2015-03-04 16:59:25","1","58.00000","有效","正常","0.69600","0.69600","1068111","否"
"5402","美团网CPS","732204","购物客91jili","2015-01-02 09:08:10","894023001-1'","O","5303297","1","58.00000","2015-03-04 16:59:25","1","58.00000","有效","正常","0.69600","0.69600","1068111","否"
"139","1号店CPS","732204","购物客91jili","2015-01-02 12:36:46","2172460791512'","基本","21366229","1","89.70000","2015-03-20 11:50:34","1","89.70000","有效","正常","0.10760","2.51160","1056946","否"
"139","1号店CPS","732204","购物客91jili","2015-01-02 12:36:46","2172460791512'","基本","998435","1","99.80000","2015-03-20 11:50:34","1","99.80000","有效","正常","0.11980","2.79440","1056946","否"
"6951","1号商城CPS","732204","购物客91jili","2015-01-02 15:44:28","2173918985807'","基本","30569590","1","16.90000","2015-03-20 14:27:17","1","16.90000","有效","正常","0.00760","0.35490","1053064","否"
"6951","1号商城CPS","732204","购物客91jili","2015-01-02 15:44:28","2173918985807'","基本","29514361","1","32.00000","2015-03-20 14:27:17","1","32.00000","有效","正常","0.01440","0.67200","1053064","否"
"6951","1号商城CPS","732204","购物客91jili","2015-01-02 15:44:28","2173918985807'","基本","35927301","1","29.90000","2015-03-20 14:27:17","1","29.90000","有效","正常","0.01340","0.62790","1053064","否"
"6951","1号商城CPS","732204","购物客91jili","2015-01-02 15:44:28","2173918985807'","基本","29512412","1","19.90000","2015-03-20 14:27:17","1","19.90000","有效","正常","0.00890","0.41790","1053064","否"
"6951","1号商城CPS","732204","购物客91jili","2015-01-02 15:44:28","2173918985807'","基本","1427906","1","129.00000","2015-03-20 14:27:17","1","129.00000","有效","正常","0.09670","4.51500","1053064","否"
"6198","大众点评CPS","732204","购物客91jili","2015-01-02 16:10:05","487542899'","olduser","","1","15.00000","","0","0.00000","未确认","正常","0.21000","0.0000","1074554","否"
"6198","大众点评CPS","732204","购物客91jili","2015-01-02 16:11:25","487544986'","olduser","","1","15.00000","","0","0.00000","未确认","正常","0.21000","0.0000","1074554","否"
"254","京东CPS","732204","购物客91jili","2015-01-02 16:13:20","7945200097'","5","","1","42.80000","","0","0.00000","未确认","正常","0.51360","0.0000","1076017","否"
"6198","大众点评CPS","732204","购物客91jili","2015-01-02 16:14:19","487549445'","olduser","","1","25.00000","","0","0.00000","未确认","正常","0.35000","0.0000","1074554","否"
"6198","大众点评CPS","732204","购物客91jili","2015-01-02 16:14:31","487549762'","olduser","","1","25.00000","","0","0.00000","未确认","正常","0.35000","0.0000","1074554","否"
"254","京东CPS","732204","购物客91jili","2015-01-02 17:00:06","7945433195'","0","","1","199.00000","2015-02-27 15:42:38","1","198.40000","有效","正常","3.00000","3.00000","1056946","否"
"254","京东CPS","732204","购物客91jili","2015-01-02 17:42:01","7947497173'","22","","1","169.00000","","0","0.00000","未确认","正常","0.00000","0.0000","1073637","否"
"5402","美团网CPS","732204","购物客91jili","2015-01-02 21:53:26","896995297-1'","O","24975453","1","9.90000","2015-03-04 16:59:25","1","9.90000","有效","正常","0.11880","0.00000","1147880","否"
"254","京东CPS","732204","购物客91jili","2015-01-03 12:26:21","7971916271'","0","","1","59.00000","","0","0.00000","未确认","正常","0.00000","0.0000","1066614","否"
"254","京东CPS","732204","购物客91jili","2015-01-03 19:43:49","7981408891'","0","","1","59.90000","","0","0.00000","未确认","正常","0.00000","0.0000","1105744","否"
"5402","美团网CPS","732204","购物客91jili","2015-01-04 10:41:03","900033689-1'","O","8975940","1","138.00000","2015-03-04 16:59:25","1","138.00000","有效","正常","1.65600","1.65600","1147880","否"
"5402","美团网CPS","732204","购物客91jili","2015-01-04 10:45:30","900039381-1'","O","25475622","1","48.00000","","0","0.00000","未确认","正常","0.57600","0.0000","1147880","否"
"17598","飞牛网CPS","732204","购物客91jili","2015-01-04 10:48:23","201501CP04000845'","C00000001000013","201411CG280000075","2","91.60000","2015-03-11 18:18:22","1","91.60000","有效","正常","3.52660","3.52660","1051313","否"
"17598","飞牛网CPS","732204","购物客91jili","2015-01-04 10:48:23","201501CP04000845'","C00000001000006","201401CG060000064","1","8.90000","2015-03-11 18:18:22","1","8.90000","有效","正常","0.34260","0.34260","1051313","否"
"254","京东CPS","732204","购物客91jili","2015-01-04 10:56:14","8000930536'","0","","1","38.00000","","0","0.00000","未确认","正常","0.00000","0.0000","1063642","否"
"254","京东CPS","732204","购物客91jili","2015-01-04 10:56:14","8000930536'","22","","1","39.00000","","0","0.00000","未确认","正常","0.00000","0.0000","1063642","否"
"254","京东CPS","732204","购物客91jili","2015-01-04 10:56:14","8000820473'","0","","1","38.00000","","0","0.00000","未确认","正常","0.00000","0.0000","1063642","否"
"254","京东CPS","732204","购物客91jili","2015-01-04 10:56:14","8000820465'","22","","1","39.00000","","0","0.00000","未确认","正常","0.00000","0.0000","1063642","否"
"254","京东CPS","732204","购物客91jili","2015-01-04 11:54:18","8001070742'","18","","1","69.00000","2015-02-27 13:15:44","1","69.00000","有效","正常","1.24200","1.24200","1067563","否"
"247","当当CPS","732204","购物客91jili","2015-01-04 13:02:04","11553355140'","出版物","","1","52.30000","2015-03-25 17:50:40","1","52.30000","有效","正常","1.04600","1.04600","1159303","否"
"254","京东CPS","732204","购物客91jili","2015-01-04 18:12:31","8009864461'","18","","1","131.00000","","0","0.00000","未确认","正常","2.35800","0.0000","1073637","否"
"254","京东CPS","732204","购物客91jili","2015-01-04 18:47:05","8010712008'","18","","1","62.00000","2015-02-27 13:15:44","1","62.00000","有效","正常","1.11600","1.11600","1073637","否"
"254","京东CPS","732204","购物客91jili","2015-01-04 18:47:05","8010615905'","18","","1","69.00000","2015-02-27 13:15:44","1","69.00000","有效","正常","1.24200","1.24200","1073637","否"
"254","京东CPS","732204","购物客91jili","2015-01-04 18:47:05","8009565318'","18","","1","131.00000","","0","0.00000","未确认","正常","2.35800","0.0000","1073637","否"
"254","京东CPS","732204","购物客91jili","2015-01-04 19:42:06","8011681381'","23","","1","468.00000","2015-02-27 13:15:44","1","468.00000","有效","正常","5.61600","5.61600","1059217","否"
"254","京东CPS","732204","购物客91jili","2015-01-04 21:48:03","8013247067'","22","","1","124.10000","","0","0.00000","未确认","正常","0.00000","0.0000","APIMemberId","否"
"254","京东CPS","732204","购物客91jili","2015-01-04 21:48:03","8014348589'","22","","1","105.00000","","0","0.00000","未确认","正常","0.00000","0.0000","APIMemberId","否"
"254","京东CPS","732204","购物客91jili","2015-01-04 21:48:03","8014448444'","22","","1","19.10000","","0","0.00000","未确认","正常","0.00000","0.0000","APIMemberId","否"
"139","1号店CPS","732204","购物客91jili","2015-01-04 22:58:35","2198554406272'","基本","19214306","1","98.00000","2015-04-03 11:44:33","1","98.00000","无效","正常","2.81260","0.0000","1113242","否"
"139","1号店CPS","732204","购物客91jili","2015-01-04 22:58:35","2198554406272'","基本","1623173","1","8.90000","2015-04-03 11:44:33","1","8.90000","无效","正常","0.25540","0.0000","1113242","否"
